Year of Birth,Gender,Ethnicity,Child's First Name,Count,Rank
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,138,43
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,137,44
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,136,45
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,135,46
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,134,47
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,133,48
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,132,49
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,131,50
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,130,51
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,129,52
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,128,53
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,127,54
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,126,55
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,125,56
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,124,57
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,123,58
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,122,59
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,121,60
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,120,61
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,119,62
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,118,63
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,117,64
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,116,65
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,115,66
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,114,67
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,113,68
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,112,69
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,111,70
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,110,71
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,109,72
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,108,73
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,107,74
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,106,75
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,105,76
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,104,77
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,103,78
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,102,79
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,101,80
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,100,81
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,99,82
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,98,83
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,97,84
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,96,85
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,95,86
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,94,87
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,93,88
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,92,89
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,91,90
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,90,1
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,89,2
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,88,3
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,87,4
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,86,5
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,85,6
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,84,7
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,83,8
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,82,9
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,81,10
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,80,11
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,79,12
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,78,13
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,77,14
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,76,15
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,75,16
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,74,17
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,73,18
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,72,19
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,71,20
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,70,21
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,69,22
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,68,23
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,67,24
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,66,25
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,65,26
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,64,27
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,63,28
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,62,29
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,61,30
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,60,31
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,59,32
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,58,33
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,57,34
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,56,35
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,55,36
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,54,37
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,53,38
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,52,39
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,51,40
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,50,41
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,49,42
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,48,43
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,47,44
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,46,45
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,45,46
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,44,47
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,43,48
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,42,49
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,41,50
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,40,51
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,39,52
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,38,53
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,37,54
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,36,55
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,35,56
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,34,57
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,33,58
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,32,59
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,31,60
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,30,61
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,29,62
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,28,63
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,27,64
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,26,65
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,25,66
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,24,67
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,23,68
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,22,69
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,21,70
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,20,71
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,19,72
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,18,73
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,17,74
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,16,75
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,15,76
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,14,77
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,13,78
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,12,79
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,11,80
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,10,81
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,9,82
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,8,83
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,7,84
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,6,85
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,5,86
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,4,87
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,3,88
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,2,89
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,1,90
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,180,1
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,179,2
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,178,3
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,177,4
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,176,5
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,175,6
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,174,7
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,173,8
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,172,9
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,171,10
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,170,11
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,169,12
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,168,13
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,167,14
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,166,15
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,165,16
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,164,17
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,163,18
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,162,19
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,161,20
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,160,21
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,159,22
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,158,23
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,157,24
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,156,25
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,155,26
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,154,27
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,153,28
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,152,29
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,151,30
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,150,31
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,149,32
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,148,33
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,147,34
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,146,35
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,145,36
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,144,37
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,143,38
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,142,39
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,141,40
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,140,41
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,139,42
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,138,43
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,137,44
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,136,45
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,135,46
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,134,47
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,133,48
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,132,49
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,131,50
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,130,51
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,129,52
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,128,53
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,127,54
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,126,55
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,125,56
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,124,57
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,123,58
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,122,59
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,121,60
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,120,61
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,119,62
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,118,63
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,117,64
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,116,65
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,115,66
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,114,67
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,113,68
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,112,69
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,111,70
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,110,71
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,109,72
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jacob,108,73
2012,MALE,ASIAN AND PACIFIC ISLANDER,Ethan,107,74
2012,MALE,ASIAN AND PACIFIC ISLANDER,Michael,106,75
2012,MALE,ASIAN AND PACIFIC ISLANDER,Jayden,105,76
2012,MALE,ASIAN AND PACIFIC ISLANDER,William,104,77
2012,MALE,ASIAN AND PACIFIC ISLANDER,David,103,78
2012,MALE,ASIAN AND PACIFIC ISLANDER,Daniel,102,79
2012,MALE,ASIAN AND PACIFIC ISLANDER,Matthew,101,80
2012,MALE,BLACK NON HISPANIC,Noah,160,1
2012,MALE,BLACK NON HISPANIC,Liam,159,2
2012,MALE,BLACK NON HISPANIC,Mason,158,3
2012,MALE,BLACK NON HISPANIC,Logan,157,4
2012,MALE,BLACK NON HISPANIC,Aiden,156,5
2012,MALE,BLACK NON HISPANIC,Lucas,155,6
2012,MALE,BLACK NON HISPANIC,Jackson,154,7
2012,MALE,BLACK NON HISPANIC,Elijah,153,8
2012,MALE,BLACK NON HISPANIC,Noah,152,9
2012,MALE,BLACK NON HISPANIC,Liam,151,10
2012,MALE,BLACK NON HISPANIC,Mason,150,11
2012,MALE,BLACK NON HISPANIC,Logan,149,12
2012,MALE,BLACK NON HISPANIC,Aiden,148,13
2012,MALE,BLACK NON HISPANIC,Lucas,147,14
2012,MALE,BLACK NON HISPANIC,Jackson,146,15
2012,MALE,BLACK NON HISPANIC,Elijah,145,16
2012,MALE,BLACK NON HISPANIC,Noah,144,17
2012,MALE,BLACK NON HISPANIC,Liam,143,18
2012,MALE,BLACK NON HISPANIC,Mason,142,19
2012,MALE,BLACK NON HISPANIC,Logan,141,20
2012,MALE,BLACK NON HISPANIC,Aiden,140,21
2012,MALE,BLACK NON HISPANIC,Lucas,139,22
2012,MALE,BLACK NON HISPANIC,Jackson,138,23
2012,MALE,BLACK NON HISPANIC,Elijah,137,24
2012,MALE,BLACK NON HISPANIC,Noah,136,25
2012,MALE,BLACK NON HISPANIC,Liam,135,26
2012,MALE,BLACK NON HISPANIC,Mason,134,27
2012,MALE,BLACK NON HISPANIC,Logan,133,28
2012,MALE,BLACK NON HISPANIC,Aiden,132,29
2012,MALE,BLACK NON HISPANIC,Lucas,131,30
2012,MALE,BLACK NON HISPANIC,Jackson,130,31
2012,MALE,BLACK NON HISPANIC,Elijah,129,32
2012,MALE,BLACK NON HISPANIC,Noah,128,33
2012,MALE,BLACK NON HISPANIC,Liam,127,34
2012,MALE,BLACK NON HISPANIC,Mason,126,35
2012,MALE,BLACK NON HISPANIC,Logan,125,36
2012,MALE,BLACK NON HISPANIC,Aiden,124,37
2012,MALE,BLACK NON HISPANIC,Lucas,123,38
2012,MALE,BLACK NON HISPANIC,Jackson,122,39
2012,MALE,BLACK NON HISPANIC,Elijah,121,40
2012,MALE,BLACK NON HISPANIC,Noah,120,41
2012,MALE,BLACK NON HISPANIC,Liam,119,42
2012,MALE,BLACK NON HISPANIC,Mason,118,43
2012,MALE,BLACK NON HISPANIC,Logan,117,44
2012,MALE,BLACK NON HISPANIC,Aiden,116,45
2012,MALE,BLACK NON HISPANIC,Lucas,115,46
2012,MALE,BLACK NON HISPANIC,Jackson,114,47
2012,MALE,BLACK NON HISPANIC,Elijah,113,48
2012,MALE,BLACK NON HISPANIC,Noah,112,49
2012,MALE,BLACK NON HISPANIC,Liam,111,50
2012,MALE,BLACK NON HISPANIC,Mason,110,51
2012,MALE,BLACK NON HISPANIC,Logan,109,52
2012,MALE,BLACK NON HISPANIC,Aiden,108,53
2012,MALE,BLACK NON HISPANIC,Lucas,107,54
2012,MALE,BLACK NON HISPANIC,Jackson,106,55
2012,MALE,BLACK NON HISPANIC,Elijah,105,56
2012,MALE,BLACK NON HISPANIC,Noah,104,57
2012,MALE,BLACK NON HISPANIC,Liam,103,58
2012,MALE,BLACK NON HISPANIC,Mason,102,59
2012,MALE,BLACK NON HISPANIC,Logan,101,60
2012,MALE,BLACK NON HISPANIC,Aiden,100,61
2012,MALE,BLACK NON HISPANIC,Lucas,99,62
2012,MALE,BLACK NON HISPANIC,Jackson,98,63
2012,MALE,BLACK NON HISPANIC,Elijah,97,64
2012,MALE,BLACK NON HISPANIC,Noah,96,65
2012,MALE,BLACK NON HISPANIC,Liam,95,66
2012,MALE,BLACK NON HISPANIC,Mason,94,67
2012,MALE,BLACK NON HISPANIC,Logan,93,68
2012,MALE,BLACK NON HISPANIC,Aiden,92,69
2012,MALE,BLACK NON HISPANIC,Lucas,91,70
2012,MALE,BLACK NON HISPANIC,Jackson,90,71
2012,MALE,BLACK NON HISPANIC,Elijah,89,72
2012,MALE,BLACK NON HISPANIC,Noah,88,73
2012,MALE,BLACK NON HISPANIC,Liam,87,74
2012,MALE,BLACK NON HISPANIC,Mason,86,75
2012,MALE,BLACK NON HISPANIC,Logan,85,76
2012,MALE,BLACK NON HISPANIC,Aiden,84,77
2012,MALE,BLACK NON HISPANIC,Lucas,83,78
2012,MALE,BLACK NON HISPANIC,Jackson,82,79
2012,MALE,BLACK NON HISPANIC,Elijah,81,80
2012,MALE,BLACK NON HISPANIC,Noah,80,1
2012,MALE,BLACK NON HISPANIC,Liam,79,2
2012,MALE,BLACK NON HISPANIC,Mason,78,3
2012,MALE,BLACK NON HISPANIC,Logan,77,4
2012,MALE,BLACK NON HISPANIC,Aiden,76,5
2012,MALE,BLACK NON HISPANIC,Lucas,75,6
2012,MALE,BLACK NON HISPANIC,Jackson,74,7
2012,MALE,BLACK NON HISPANIC,Elijah,73,8
2012,MALE,BLACK NON HISPANIC,Noah,72,9
2012,MALE,BLACK NON HISPANIC,Liam,71,10
2012,MALE,BLACK NON HISPANIC,Mason,70,11
2012,MALE,BLACK NON HISPANIC,Logan,69,12
2012,MALE,BLACK NON HISPANIC,Aiden,68,13
2012,MALE,BLACK NON HISPANIC,Lucas,67,14
2012,MALE,BLACK NON HISPANIC,Jackson,66,15
2012,MALE,BLACK NON HISPANIC,Elijah,65,16
2012,MALE,BLACK NON HISPANIC,Noah,64,17
2012,MALE,BLACK NON HISPANIC,Liam,63,18
2012,MALE,BLACK NON HISPANIC,Mason,62,19
2012,MALE,BLACK NON HISPANIC,Logan,61,20
2012,MALE,BLACK NON HISPANIC,Aiden,60,21
2012,MALE,BLACK NON HISPANIC,Lucas,59,22
2012,MALE,BLACK NON HISPANIC,Jackson,58,23
2012,MALE,BLACK NON HISPANIC,Elijah,57,24
2012,MALE,BLACK NON HISPANIC,Noah,56,25
2012,MALE,BLACK NON HISPANIC,Liam,55,26
2012,MALE,BLACK NON HISPANIC,Mason,54,27
2012,MALE,BLACK NON HISPANIC,Logan,53,28
2012,MALE,BLACK NON HISPANIC,Aiden,52,29
2012,MALE,BLACK NON HISPANIC,Lucas,51,30
2012,MALE,BLACK NON HISPANIC,Jackson,50,31
2012,MALE,BLACK NON HISPANIC,Elijah,49,32
2012,MALE,BLACK NON HISPANIC,Noah,48,33
2012,MALE,BLACK NON HISPANIC,Liam,47,34
2012,MALE,BLACK NON HISPANIC,Mason,46,35
2012,MALE,BLACK NON HISPANIC,Logan,45,36
2012,MALE,BLACK NON HISPANIC,Aiden,44,37
2012,MALE,BLACK NON HISPANIC,Lucas,43,38
2012,MALE,BLACK NON HISPANIC,Jackson,42,39
2012,MALE,BLACK NON HISPANIC,Elijah,41,40
2012,MALE,BLACK NON HISPANIC,Noah,40,41
2012,MALE,BLACK NON HISPANIC,Liam,39,42
2012,MALE,BLACK NON HISPANIC,Mason,38,43
2012,MALE,BLACK NON HISPANIC,Logan,37,44
2012,MALE,BLACK NON HISPANIC,Aiden,36,45
2012,MALE,BLACK NON HISPANIC,Lucas,35,46
2012,MALE,BLACK NON HISPANIC,Jackson,34,47
2012,MALE,BLACK NON HISPANIC,Elijah,33,48
2012,MALE,BLACK NON HISPANIC,Noah,32,49
2012,MALE,BLACK NON HISPANIC,Liam,31,50
2012,MALE,BLACK NON HISPANIC,Mason,30,51
2012,MALE,BLACK NON HISPANIC,Logan,29,52
2012,MALE,BLACK NON HISPANIC,Aiden,28,53
2012,MALE,BLACK NON HISPANIC,Lucas,27,54
2012,MALE,BLACK NON HISPANIC,Jackson,26,55
2012,MALE,BLACK NON HISPANIC,Elijah,25,56
2012,MALE,BLACK NON HISPANIC,Noah,24,57
2012,MALE,BLACK NON HISPANIC,Liam,23,58
2012,MALE,BLACK NON HISPANIC,Mason,22,59
2012,MALE,BLACK NON HISPANIC,Logan,21,60
2012,MALE,BLACK NON HISPANIC,Aiden,20,61
2012,MALE,BLACK NON HISPANIC,Lucas,19,62
2012,MALE,BLACK NON HISPANIC,Jackson,18,63
2012,MALE,BLACK NON HISPANIC,Elijah,17,64
2012,MALE,BLACK NON HISPANIC,Noah,16,65
2012,MALE,BLACK NON HISPANIC,Liam,15,66
2012,MALE,BLACK NON HISPANIC,Mason,14,67
2012,MALE,BLACK NON HISPANIC,Logan,13,68
2012,MALE,BLACK NON HISPANIC,Aiden,12,69
2012,MALE,BLACK NON HISPANIC,Lucas,11,70
2012,MALE,BLACK NON HISPANIC,Jackson,10,71
2012,MALE,BLACK NON HISPANIC,Elijah,9,72
2012,MALE,BLACK NON HISPANIC,Noah,8,73
2012,MALE,BLACK NON HISPANIC,Liam,7,74
2012,MALE,BLACK NON HISPANIC,Mason,6,75
2012,MALE,BLACK NON HISPANIC,Logan,5,76
2012,MALE,BLACK NON HISPANIC,Aiden,4,77
2012,MALE,BLACK NON HISPANIC,Lucas,3,78
2012,MALE,BLACK NON HISPANIC,Jackson,2,79
2012,MALE,BLACK NON HISPANIC,Elijah,1,80
2012,MALE,BLACK NON HISPANIC,Noah,160,1
2012,MALE,BLACK NON HISPANIC,Liam,159,2
2012,MALE,BLACK NON HISPANIC,Mason,158,3
2012,MALE,BLACK NON HISPANIC,Logan,157,4
2012,MALE,BLACK NON HISPANIC,Aiden,156,5
2012,MALE,BLACK NON HISPANIC,Lucas,155,6
2012,MALE,BLACK NON HISPANIC,Jackson,154,7
2012,MALE,BLACK NON HISPANIC,Elijah,153,8
2012,MALE,BLACK NON HISPANIC,Noah,152,9
2012,MALE,BLACK NON HISPANIC,Liam,151,10
2012,MALE,BLACK NON HISPANIC,Mason,150,11
2012,MALE,BLACK NON HISPANIC,Logan,149,12
2012,MALE,BLACK NON HISPANIC,Aiden,148,13
2012,MALE,BLACK NON HISPANIC,Lucas,147,14
2012,MALE,BLACK NON HISPANIC,Jackson,146,15
2012,MALE,BLACK NON HISPANIC,Elijah,145,16
2012,MALE,BLACK NON HISPANIC,Noah,144,17
2012,MALE,BLACK NON HISPANIC,Liam,143,18
2012,MALE,BLACK NON HISPANIC,Mason,142,19
2012,MALE,BLACK NON HISPANIC,Logan,141,20
2012,MALE,BLACK NON HISPANIC,Aiden,140,21
2012,MALE,BLACK NON HISPANIC,Lucas,139,22
2012,MALE,BLACK NON HISPANIC,Jackson,138,23
2012,MALE,BLACK NON HISPANIC,Elijah,137,24
2012,MALE,BLACK NON HISPANIC,Noah,136,25
2012,MALE,BLACK NON HISPANIC,Liam,135,26
2012,MALE,BLACK NON HISPANIC,Mason,134,27
2012,MALE,BLACK NON HISPANIC,Logan,133,28
2012,MALE,BLACK NON HISPANIC,Aiden,132,29
2012,MALE,BLACK NON HISPANIC,Lucas,131,30
2012,MALE,BLACK NON HISPANIC,Jackson,130,31
2012,MALE,BLACK NON HISPANIC,Elijah,129,32
2012,MALE,BLACK NON HISPANIC,Noah,128,33
2012,MALE,BLACK NON HISPANIC,Liam,127,34
2012,MALE,BLACK NON HISPANIC,Mason,126,35
2012,MALE,BLACK NON HISPANIC,Logan,125,36
2012,MALE,BLACK NON HISPANIC,Aiden,124,37
2012,MALE,BLACK NON HISPANIC,Lucas,123,38
2012,MALE,BLACK NON HISPANIC,Jackson,122,39
2012,MALE,BLACK NON HISPANIC,Elijah,121,40
2012,MALE,BLACK NON HISPANIC,Noah,120,41
2012,MALE,BLACK NON HISPANIC,Liam,119,42
2012,MALE,BLACK NON HISPANIC,Mason,118,43
2012,MALE,BLACK NON HISPANIC,Logan,117,44
2012,MALE,BLACK NON HISPANIC,Aiden,116,45
2012,MALE,BLACK NON HISPANIC,Lucas,115,46
2012,MALE,BLACK NON HISPANIC,Jackson,114,47
2012,MALE,BLACK NON HISPANIC,Elijah,113,48
2012,MALE,BLACK NON HISPANIC,Noah,112,49
2012,MALE,BLACK NON HISPANIC,Liam,111,50
2012,MALE,BLACK NON HISPANIC,Mason,110,51
2012,MALE,BLACK NON HISPANIC,Logan,109,52
2012,MALE,BLACK NON HISPANIC,Aiden,108,53
2012,MALE,BLACK NON HISPANIC,Lucas,107,54
2012,MALE,BLACK NON HISPANIC,Jackson,106,55
2012,MALE,BLACK NON HISPANIC,Elijah,105,56
2012,MALE,BLACK NON HISPANIC,Noah,104,57
2012,MALE,BLACK NON HISPANIC,Liam,103,58
2012,MALE,BLACK NON HISPANIC,Mason,102,59
2012,MALE,BLACK NON HISPANIC,Logan,101,60
2012,MALE,BLACK NON HISPANIC,Aiden,100,61
